Yaw,Pitch,Roll,Pressure,Altitude
10.68,-13.08,-4.27,101337,-0.249738715887
10.44,-8.45,-0.19,101337,-0.249738715887
10.52,-4.18,3.4,101325,0.749252068853
10.8,-0.49,6.61,101340,-0.499471445442
11.44,4.06,10.5,101337,-0.249738715887
12.63,9.39,15.3,101331,0.249744702539
14.09,14.05,19.84,101343,-0.74919818898
16.74,20.13,26.31,101337,-0.249738715887
19.45,24.72,31.88,101328,0.49949539205
23.49,29.83,39.03,101337,-0.249738715887
28.57,34.51,47.13,101334,0.0
33.89,38.01,55.1,101337,-0.249738715887
40.17,40.93,63.91,101340,-0.499471445442
47.27,43.04,73.43,101334,0.0
56.07,44.31,85.06,101328,0.49949539205
63.82,44.36,95.22,101334,0.0
70.2,43.67,103.62,101343,-0.74919818898
76.21,42.34,111.57,101337,-0.249738715887
82.57,40.11,120.26,101337,-0.249738715887
88.81,36.83,129.25,101331,0.249744702539
93.34,33.5,136.01,101337,-0.249738715887
96.52,30.52,141.22,101331,0.249744702539
100.12,26.21,147.51,101328,0.49949539205
102.62,22.37,152.28,101334,0.0
104.9,17.92,157.19,101331,0.249744702539
106.87,12.92,162.16,101334,0.0
107.81,9.83,165.17,101337,-0.249738715887
108.7,6.2,168.4,101337,-0.249738715887
109.44,2.14,171.86,101334,0.0
109.89,-1.73,175.19,101340,-0.499471445442
110.09,-4.94,177.95,101337,-0.249738715887
110.15,-7.57,-179.82,101334,0.0
110.11,-10.13,-177.66,101334,0.0
109.83,-13.9,-174.4,101334,0.0
109.44,-17.04,-171.6,101331,0.249744702539
108.98,-19.65,-169.19,101340,-0.499471445442
108.53,-21.78,-167.23,101337,-0.249738715887
107.75,-24.6,-164.55,101334,0.0
106.84,-27.23,-161.81,101340,-0.499471445442
105.94,-29.39,-159.42,101334,0.0
104.65,-32.01,-156.24,101348,-1.16539612685
103.54,-33.94,-153.81,101334,0.0
102.15,-36.1,-151.04,101328,0.49949539205
100.62,-38.14,-148.21,101334,0.0
99.23,-39.74,-145.63,101331,0.249744702539
97.97,-41.07,-143.47,101334,0.0
96.1,-42.75,-140.39,101343,-0.74919818898
94.45,-44.08,-137.63,101328,0.49949539205
92.95,-45.18,-135.29,101343,-0.74919818898
91.13,-46.35,-132.46,101337,-0.249738715887
88.86,-47.63,-129.1,101331,0.249744702539
86.72,-48.67,-126.08,101331,0.249744702539
84.85,-49.49,-123.47,101334,0.0
82.59,-50.35,-120.33,101331,0.249744702539
80.31,-51.1,-117.12,101340,-0.499471445442
77.9,-51.76,-113.85,101322,0.999014733268
76.15,-52.18,-111.53,101331,0.249744702539
74.04,-52.6,-108.66,101337,-0.249738715887
71.08,-53.1,-104.71,101331,0.249744702539
68.46,-53.43,-101.25,101328,0.49949539205
66.22,-53.61,-98.24,101337,-0.249738715887
63.86,-53.74,-95.21,101337,-0.249738715887
60.59,-53.81,-91.07,101337,-0.249738715887
57.94,-53.75,-87.53,101325,0.749252068853
54.88,-53.57,-83.44,101328,0.49949539205
52.07,-53.29,-79.84,101337,-0.249738715887
48.59,-52.79,-75.27,101334,0.0
44.92,-52.03,-70.32,101328,0.49949539205
42.08,-51.29,-66.43,101337,-0.249738715887
39.26,-50.42,-62.56,101340,-0.499471445442
36.85,-49.55,-59.28,101331,0.249744702539
34.18,-48.36,-55.55,101328,0.49949539205
31.38,-46.89,-51.5,101340,-0.499471445442
28.69,-45.22,-47.52,101328,0.49949539205
26.19,-43.38,-43.69,101325,0.749252068853
23.76,-41.22,-39.59,101328,0.49949539205
21.67,-39.03,-35.99,101331,0.249744702539
19.75,-36.67,-32.43,101340,-0.499471445442
17.93,-34.0,-28.94,101331,0.249744702539
16.33,-31.13,-25.53,101337,-0.249738715887
14.94,-28.1,-22.11,101331,0.249744702539
14.0,-25.62,-19.51,101337,-0.249738715887
13.07,-22.66,-16.49,101337,-0.249738715887
12.19,-19.01,-13.08,101331,0.249744702539
11.66,-16.1,-10.43,101334,0.0
11.24,-12.59,-7.32,101340,-0.499471445442
11.0,-8.4,-3.68,101337,-0.249738715887
10.98,-4.47,-0.36,101337,-0.249738715887
11.24,-0.39,3.11,101337,-0.249738715887
11.84,4.41,7.26,101334,0.0
12.83,9.42,11.72,101331,0.249744702539
14.35,14.58,16.57,101340,-0.499471445442
16.5,19.88,21.89,101331,0.249744702539
19.73,25.64,28.65,101331,0.249744702539
23.13,30.16,34.69,101328,0.49949539205
27.36,34.4,41.51,101337,-0.249738715887
33.27,38.69,50.26,101337,-0.249738715887
40.41,42.18,60.24,101340,-0.499471445442
46.7,44.2,68.63,101340,-0.499471445442
56.75,45.83,81.7,101337,-0.249738715887
63.85,46.01,90.87,101334,0.0
72.87,45.07,102.49,101343,-0.74919818898
81.77,42.68,114.47,101351,-1.41510690927
88.55,39.62,123.95,101340,-0.499471445442
92.92,36.87,130.22,101340,-0.499471445442
98.13,32.42,138.45,101334,0.0
101.37,28.7,144.06,101337,-0.249738715887
104.01,24.9,149.01,101334,0.0
106.37,20.61,154.06,101345,-0.915679359279
107.98,16.87,157.99,101331,0.249744702539
109.28,13.18,161.48,101334,0.0
110.35,9.16,165.23,101343,-0.74919818898
111.22,4.87,168.98,101334,0.0
111.68,1.63,171.79,101337,-0.249738715887
111.92,-1.07,174.03,101337,-0.249738715887
112.09,-4.06,176.45,101343,-0.74919818898
112.11,-7.25,179.12,101340,-0.499471445442
111.98,-10.31,-178.33,101340,-0.499471445442
111.69,-13.49,-175.52,101340,-0.499471445442
111.39,-15.84,-173.39,101337,-0.249738715887
110.99,-18.1,-171.28,101343,-0.74919818898
110.45,-20.51,-169.05,101340,-0.499471445442
109.93,-22.5,-167.05,101345,-0.915679359279
109.36,-24.38,-165.13,101340,-0.499471445442
108.65,-26.4,-162.96,101343,-0.74919818898
107.87,-28.3,-160.82,101340,-0.499471445442
107.04,-30.11,-158.74,101337,-0.249738715887
106.05,-32.01,-156.57,101334,0.0
105.14,-33.62,-154.64,101331,0.249744702539
104.23,-35.07,-152.68,101337,-0.249738715887
103.31,-36.43,-150.73,101337,-0.249738715887
102.33,-37.69,-148.8,101343,-0.74919818898
101.56,-38.62,-147.38,101337,-0.249738715887
100.79,-39.5,-145.99,101334,0.0
100.02,-40.32,-144.59,101337,-0.249738715887
98.86,-41.46,-142.65,101337,-0.249738715887
97.93,-42.29,-141.05,101348,-1.16539612685
97.03,-43.07,-139.52,101322,0.999014733268
95.97,-43.88,-137.78,101340,-0.499471445442
94.95,-44.67,-136.17,101340,-0.499471445442
93.81,-45.45,-134.55,101340,-0.499471445442
92.86,-46.04,-133.16,101345,-0.915679359279
91.79,-46.69,-131.64,101340,-0.499471445442
90.76,-47.29,-130.22,101343,-0.74919818898
89.78,-47.8,-128.78,101340,-0.499471445442
88.83,-48.24,-127.38,101334,0.0
88.01,-48.6,-126.2,101340,-0.499471445442
87.16,-48.98,-125.09,101343,-0.74919818898
86.2,-49.36,-123.87,101337,-0.249738715887
85.34,-49.68,-122.61,101337,-0.249738715887
84.72,-49.91,-121.68,101331,0.249744702539
84.09,-50.12,-120.88,101337,-0.249738715887
83.34,-50.32,-119.8,101331,0.249744702539
82.77,-50.47,-119.0,101337,-0.249738715887
82.12,-50.62,-118.11,101328,0.49949539205
81.63,-50.78,-117.43,101328,0.49949539205
81.27,-50.88,-116.93,101331,0.249744702539
80.92,-50.94,-116.43,101343,-0.74919818898
80.62,-51.02,-116.04,101346,-0.998918946846
80.4,-51.08,-115.63,101334,0.0
80.2,-51.11,-115.28,101337,-0.249738715887
79.98,-51.17,-115.07,101348,-1.16539612685
79.9,-51.16,-114.9,101340,-0.499471445442
79.84,-51.16,-114.87,101337,-0.249738715887
79.92,-51.11,-114.91,101340,-0.499471445442
80.07,-51.03,-115.01,101334,0.0
80.12,-51.0,-115.16,101337,-0.249738715887
80.36,-50.92,-115.46,101337,-0.249738715887
80.74,-50.82,-115.94,101340,-0.499471445442
81.09,-50.67,-116.35,101325,0.749252068853
81.51,-50.53,-116.92,101340,-0.499471445442
82.0,-50.37,-117.51,101331,0.249744702539
82.38,-50.26,-118.11,101337,-0.249738715887
83.09,-50.02,-119.0,101331,0.249744702539
83.83,-49.74,-119.93,101343,-0.74919818898
84.29,-49.58,-120.68,101334,0.0
85.24,-49.21,-121.9,101334,0.0
85.99,-48.9,-122.93,101331,0.249744702539
86.81,-48.57,-124.05,101340,-0.499471445442
87.78,-48.14,-125.36,101316,1.49855802623
88.46,-47.83,-126.42,101334,0.0
89.41,-47.37,-127.87,101337,-0.249738715887
90.5,-46.78,-129.39,101337,-0.249738715887
91.24,-46.35,-130.58,101348,-1.16539612685
92.22,-45.77,-132.18,101337,-0.249738715887
93.11,-45.21,-133.63,101331,0.249744702539
94.34,-44.33,-135.51,101343,-0.74919818898
95.44,-43.5,-137.17,101334,0.0
96.4,-42.74,-138.69,101331,0.249744702539
97.09,-42.15,-139.8,101337,-0.249738715887
98.07,-41.29,-141.36,101337,-0.249738715887
98.88,-40.52,-142.7,101343,-0.74919818898
99.58,-39.83,-143.83,101337,-0.249738715887
100.5,-38.86,-145.35,101337,-0.249738715887
101.2,-38.03,-146.72,101337,-0.249738715887
101.83,-37.27,-147.82,101331,0.249744702539
102.43,-36.52,-148.96,101328,0.49949539205
103.23,-35.45,-150.46,101337,-0.249738715887
103.87,-34.51,-151.79,101349,-1.24863371932
104.42,-33.67,-152.87,101337,-0.249738715887
105.03,-32.67,-154.13,101331,0.249744702539
105.68,-31.51,-155.64,101337,-0.249738715887
106.27,-30.33,-157.14,101343,-0.74919818898
106.85,-29.14,-158.58,101337,-0.249738715887
107.25,-28.25,-159.59,101340,-0.499471445442
107.63,-27.32,-160.59,101337,-0.249738715887
107.98,-26.41,-161.59,101340,-0.499471445442
108.43,-25.18,-163.0,101331,0.249744702539
108.81,-24.04,-164.09,101337,-0.249738715887
109.14,-22.92,-165.24,101340,-0.499471445442
109.41,-21.96,-166.13,101328,0.49949539205
109.66,-21.03,-167.07,101337,-0.249738715887
109.87,-20.08,-167.94,101343,-0.74919818898
110.17,-18.76,-169.12,101322,0.999014733268
110.38,-17.66,-170.21,101334,0.0
110.54,-16.69,-171.03,101331,0.249744702539
110.7,-15.78,-171.92,101340,-0.499471445442
110.86,-14.66,-172.85,101337,-0.249738715887
110.99,-13.57,-173.84,101334,0.0
111.11,-12.66,-174.6,101337,-0.249738715887
111.23,-11.42,-175.62,101340,-0.499471445442
111.29,-10.4,-176.61,101345,-0.915679359279
111.35,-9.54,-177.36,101340,-0.499471445442
111.4,-8.66,-178.1,101340,-0.499471445442
111.42,-7.98,-178.73,101331,0.249744702539
111.44,-6.86,-179.75,101340,-0.499471445442
111.44,-5.71,179.33,101337,-0.249738715887
111.43,-4.61,178.42,101345,-0.915679359279
111.42,-3.65,177.65,101337,-0.249738715887
111.39,-2.88,176.99,101343,-0.74919818898
111.33,-1.81,176.17,101343,-0.74919818898
111.26,-0.94,175.4,101334,0.0
111.18,-0.11,174.61,101340,-0.499471445442
111.1,0.87,173.84,101331,0.249744702539
110.99,1.79,173.05,101337,-0.249738715887
110.89,2.58,172.37,101340,-0.499471445442
110.79,3.33,171.64,101334,0.0
110.69,4.07,171.03,101325,0.749252068853
110.56,4.91,170.31,101337,-0.249738715887
110.41,5.72,169.66,101334,0.0
110.27,6.52,168.96,101346,-0.998918946846
110.14,7.18,168.33,101343,-0.74919818898
110.03,7.73,167.83,101343,-0.74919818898
109.9,8.27,167.37,101337,-0.249738715887
109.79,8.78,166.84,101340,-0.499471445442
109.64,9.44,166.18,101334,0.0
109.5,10.02,165.75,101340,-0.499471445442
109.37,10.58,165.19,101337,-0.249738715887
109.22,11.19,164.55,101337,-0.249738715887
109.08,11.72,164.16,101337,-0.249738715887
108.94,12.23,163.72,101337,-0.249738715887
108.82,12.64,163.37,101334,0.0
108.7,13.03,162.94,101325,0.749252068853
108.57,13.41,162.59,101337,-0.249738715887
108.41,13.91,162.01,101331,0.249744702539
108.22,14.49,161.53,101340,-0.499471445442
108.05,14.96,161.05,101334,0.0
107.9,15.35,160.69,101334,0.0
107.76,15.72,160.36,101334,0.0
107.65,16.1,159.99,101340,-0.499471445442
107.52,16.47,159.52,101337,-0.249738715887
107.38,16.8,159.26,101343,-0.74919818898
107.27,17.11,158.95,101340,-0.499471445442
107.14,17.45,158.62,101328,0.49949539205
107.01,17.76,158.22,101343,-0.74919818898
106.88,18.05,157.86,101348,-1.16539612685
106.76,18.32,157.64,101337,-0.249738715887
106.69,18.5,157.4,101325,0.749252068853
106.6,18.73,157.19,101340,-0.499471445442
106.52,18.93,156.99,101337,-0.249738715887
106.42,19.17,156.8,101334,0.0
106.31,19.46,156.61,101340,-0.499471445442
106.19,19.75,156.4,101340,-0.499471445442
106.08,19.97,156.12,101337,-0.249738715887
105.98,20.17,155.94,101334,0.0
105.91,20.39,155.81,101337,-0.249738715887
105.83,20.6,155.7,101340,-0.499471445442
105.73,20.78,155.44,101340,-0.499471445442
105.65,20.93,155.13,101331,0.249744702539
105.58,21.11,154.9,101325,0.749252068853
105.51,21.27,154.73,101337,-0.249738715887
105.49,21.36,154.58,101345,-0.915679359279
105.43,21.51,154.45,101337,-0.249738715887
105.39,21.58,154.3,101334,0.0
105.37,21.66,154.12,101334,0.0
105.34,21.76,153.95,101334,0.0
105.32,21.79,153.76,101337,-0.249738715887
105.3,21.86,153.54,101331,0.249744702539
105.26,21.97,153.49,101328,0.49949539205
105.25,22.02,153.33,101340,-0.499471445442
105.22,22.1,153.35,101325,0.749252068853
105.21,22.12,153.31,101328,0.49949539205
105.19,22.18,153.32,101331,0.249744702539
105.17,22.22,153.31,101328,0.49949539205
105.16,22.25,153.34,101331,0.249744702539
105.13,22.29,153.36,101348,-1.16539612685
105.14,22.31,153.41,101334,0.0
105.11,22.34,153.45,101340,-0.499471445442
105.11,22.33,153.39,101343,-0.74919818898
105.1,22.38,153.46,101325,0.749252068853
105.09,22.37,153.52,101334,0.0
105.09,22.39,153.58,101337,-0.249738715887
105.11,22.39,153.6,101334,0.0
105.08,22.41,153.61,101325,0.749252068853
105.08,22.39,153.61,101334,0.0
105.07,22.41,153.65,101346,-0.998918946846
105.08,22.41,153.71,101343,-0.74919818898
105.11,22.39,153.69,101334,0.0
105.12,22.37,153.76,101331,0.249744702539
105.15,22.34,153.87,101334,0.0
105.18,22.31,153.97,101334,0.0
105.2,22.26,154.03,101334,0.0
105.22,22.24,154.1,101334,0.0
105.27,22.17,154.14,101337,-0.249738715887
105.29,22.13,154.25,101343,-0.74919818898
105.3,22.13,154.36,101331,0.249744702539
105.35,22.1,154.47,101334,0.0
105.39,22.07,154.48,101328,0.49949539205
105.41,22.03,154.59,101331,0.249744702539
105.42,22.01,154.71,101331,0.249744702539
105.46,21.97,154.82,101334,0.0
105.5,21.88,154.76,101337,-0.249738715887
105.55,21.8,154.71,101331,0.249744702539
105.56,21.79,154.75,101328,0.49949539205
105.64,21.67,154.74,101340,-0.499471445442
105.67,21.62,154.8,101337,-0.249738715887
105.69,21.57,154.84,101337,-0.249738715887
105.71,21.51,154.93,101343,-0.74919818898
105.73,21.48,154.99,101343,-0.74919818898
105.73,21.46,155.1,101334,0.0
105.75,21.42,155.21,101348,-1.16539612685
105.81,21.34,155.26,101340,-0.499471445442
105.83,21.27,155.29,101337,-0.249738715887
105.89,21.21,155.25,101337,-0.249738715887
105.92,21.15,155.27,101337,-0.249738715887
105.94,21.1,155.36,101328,0.49949539205
105.96,21.07,155.47,101337,-0.249738715887
106.0,21.02,155.43,101340,-0.499471445442
106.01,20.98,155.56,101334,0.0
106.04,20.94,155.64,101340,-0.499471445442
106.08,20.86,155.74,101340,-0.499471445442
106.13,20.78,155.81,101342,-0.665956606229
106.14,20.76,155.88,101331,0.249744702539
106.16,20.72,156.01,101345,-0.915679359279
106.22,20.69,156.13,101342,-0.665956606229
106.25,20.65,156.27,101345,-0.915679359279
106.27,20.57,156.32,101337,-0.249738715887
106.33,20.44,156.3,101342,-0.665956606229
106.35,20.4,156.4,101328,0.49949539205
106.42,20.31,156.35,101334,0.0
106.45,20.25,156.32,101340,-0.499471445442
106.5,20.2,156.29,101345,-0.915679359279
106.54,20.12,156.37,101325,0.749252068853
106.59,20.04,156.43,101337,-0.249738715887
106.62,20.01,156.54,101334,0.0
106.64,19.95,156.54,101340,-0.499471445442
106.69,19.88,156.54,101334,0.0
106.69,19.87,156.62,101328,0.49949539205
106.72,19.83,156.68,101340,-0.499471445442
106.74,19.8,156.76,101348,-1.16539612685
106.76,19.78,156.77,101334,0.0
106.77,19.73,156.74,101337,-0.249738715887
106.81,19.67,156.7,101322,0.999014733268
106.85,19.63,156.7,101345,-0.915679359279
106.86,19.57,156.64,101334,0.0
106.9,19.55,156.67,101328,0.49949539205
106.9,19.53,156.77,101337,-0.249738715887
106.94,19.51,156.79,101340,-0.499471445442
106.97,19.46,156.84,101348,-1.16539612685
106.99,19.44,156.83,101334,0.0
107.0,19.39,156.92,101351,-1.41510690927
107.03,19.35,156.92,101328,0.49949539205
107.05,19.32,157.01,101345,-0.915679359279
107.06,19.32,157.1,101340,-0.499471445442
107.07,19.27,157.07,101340,-0.499471445442
107.1,19.2,157.02,101345,-0.915679359279
107.13,19.14,157.01,101334,0.0
107.15,19.1,157.09,101334,0.0
107.15,19.09,157.17,101331,0.249744702539
107.17,19.02,157.14,101348,-1.16539612685
107.2,19.0,157.11,101334,0.0
107.21,18.95,157.06,101340,-0.499471445442
107.24,18.91,157.01,101334,0.0
107.25,18.87,157.01,101340,-0.499471445442
107.26,18.85,157.12,101337,-0.249738715887
107.28,18.85,157.2,101342,-0.665956606229
107.28,18.82,157.25,101328,0.49949539205
107.29,18.81,157.2,101337,-0.249738715887
107.32,18.76,157.18,101342,-0.665956606229
107.35,18.75,157.23,101328,0.49949539205
107.35,18.74,157.2,101340,-0.499471445442
107.33,18.74,157.25,101334,0.0
107.37,18.71,157.23,101343,-0.74919818898
107.39,18.68,157.2,101337,-0.249738715887
107.42,18.65,157.13,101337,-0.249738715887
107.44,18.6,157.11,101340,-0.499471445442
107.47,18.55,157.09,101331,0.249744702539
107.48,18.54,157.13,101334,0.0
107.49,18.56,157.2,101328,0.49949539205
107.49,18.55,157.27,101340,-0.499471445442
107.5,18.53,157.23,101343,-0.74919818898
107.49,18.53,157.3,101342,-0.665956606229
107.5,18.53,157.25,101342,-0.665956606229
107.5,18.53,157.31,101337,-0.249738715887
107.53,18.51,157.3,101328,0.49949539205
107.53,18.49,157.36,101331,0.249744702539
107.52,18.5,157.42,101328,0.49949539205
107.55,18.47,157.39,101328,0.49949539205
107.55,18.45,157.37,101337,-0.249738715887
107.59,18.41,157.34,101343,-0.74919818898
107.6,18.41,157.35,101340,-0.499471445442
107.62,18.39,157.41,101343,-0.74919818898
107.62,18.41,157.5,101337,-0.249738715887
107.6,18.41,157.58,101340,-0.499471445442
107.59,18.42,157.65,101337,-0.249738715887
107.61,18.42,157.65,101334,0.0
107.6,18.43,157.69,101340,-0.499471445442
107.6,18.42,157.64,101337,-0.249738715887
107.61,18.43,157.67,101359,-2.08097307073
107.61,18.42,157.62,101345,-0.915679359279
107.6,18.43,157.64,101337,-0.249738715887
107.62,18.43,157.68,101343,-0.74919818898
107.61,18.44,157.77,101331,0.249744702539
107.63,18.4,157.69,101334,0.0
107.63,18.44,157.73,101328,0.49949539205
107.65,18.41,157.69,101331,0.249744702539
107.67,18.39,157.7,101337,-0.249738715887
107.71,18.35,157.66,101331,0.249744702539
107.71,18.36,157.69,101337,-0.249738715887
107.73,18.34,157.75,101334,0.0
107.73,18.34,157.82,101331,0.249744702539
107.73,18.33,157.84,101334,0.0
107.73,18.34,157.88,101343,-0.74919818898
107.73,18.34,157.82,101334,0.0
107.73,18.36,157.87,101325,0.749252068853
107.77,18.34,157.83,101334,0.0
107.78,18.33,157.82,101331,0.249744702539
107.79,18.29,157.79,101337,-0.249738715887
107.77,18.3,157.85,101348,-1.16539612685
107.78,18.3,157.84,101337,-0.249738715887
107.8,18.3,157.83,101337,-0.249738715887
107.79,18.3,157.83,101334,0.0
107.78,18.26,157.78,101337,-0.249738715887
107.77,18.28,157.84,101337,-0.249738715887
107.76,18.29,157.9,101340,-0.499471445442
107.75,18.31,157.97,101337,-0.249738715887
107.75,18.32,158.03,101348,-1.16539612685
107.74,18.29,158.01,101334,0.0
107.73,18.28,158.05,101348,-1.16539612685
107.73,18.29,158.01,101328,0.49949539205
107.73,18.31,158.07,101343,-0.74919818898
107.74,18.34,158.15,101328,0.49949539205
107.76,18.32,158.07,101331,0.249744702539
107.77,18.33,158.12,101348,-1.16539612685
107.78,18.32,158.13,101345,-0.915679359279
107.78,18.35,158.19,101340,-0.499471445442
107.77,18.38,158.23,101343,-0.74919818898
107.77,18.39,158.3,101334,0.0
107.78,18.37,158.25,101331,0.249744702539
107.77,18.39,158.27,101337,-0.249738715887
107.78,18.4,158.27,101331,0.249744702539
107.81,18.37,158.19,101337,-0.249738715887
107.8,18.35,158.17,101331,0.249744702539
107.8,18.33,158.12,101331,0.249744702539
107.82,18.3,158.02,101337,-0.249738715887
107.85,18.22,157.94,101346,-0.998918946846
107.86,18.24,158.02,101322,0.999014733268
107.85,18.25,158.06,101334,0.0
107.85,18.27,158.06,101337,-0.249738715887
107.86,18.24,157.98,101328,0.49949539205
107.88,18.23,157.93,101337,-0.249738715887
107.88,18.21,157.95,101331,0.249744702539
107.87,18.22,157.97,101337,-0.249738715887
107.88,18.22,157.9,101337,-0.249738715887
107.88,18.22,157.97,101331,0.249744702539
107.9,18.23,157.84,101337,-0.249738715887
107.92,18.27,157.9,101328,0.49949539205
107.92,18.29,157.98,101337,-0.249738715887
107.94,18.28,157.93,101337,-0.249738715887
107.92,18.27,157.84,101349,-1.24863371932
107.91,18.29,157.87,101340,-0.499471445442
107.88,18.3,157.82,101345,-0.915679359279
107.87,18.35,157.83,101328,0.49949539205
107.87,18.35,157.8,101340,-0.499471445442
107.85,18.36,157.76,101343,-0.74919818898
107.85,18.38,157.8,101351,-1.41510690927
107.84,18.39,157.83,101340,-0.499471445442
107.82,18.4,157.92,101334,0.0
107.8,18.39,158.03,101334,0.0
107.79,18.39,157.95,101337,-0.249738715887
